No,Intent,Category,Question
2572,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Business Administration (Hons) cost for a Malaysian student?
2573,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Business Administration (Hons) cost for an international student?
2574,course_fee_inquiry,Course Fee Inquiry,What is the duration of Bachelor of Business Administration (Hons)?
2575,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Bachelor of Business Administration (Hons)?
2576,course_fee_inquiry,Course Fee Inquiry,How much is Bachelor of Engineering (Hons) Electrical and Electronics?
2577,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Bachelor of Engineering (Hons) Electrical and Electronics?
2578,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Bachelor of Engineering (Hons) Electrical and Electronics?
2579,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Engineering (Hons) Electrical and Electronics cost for a Malaysian student?
2580,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Engineering (Hons) Electrical and Electronics cost for an international student?
2581,course_fee_inquiry,Course Fee Inquiry,What is the duration of Bachelor of Engineering (Hons) Electrical and Electronics?
2582,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Bachelor of Engineering (Hons) Electrical and Electronics?
2583,course_fee_inquiry,Course Fee Inquiry,foundation fee please
2584,course_fee_inquiry,Course Fee Inquiry,diploma fee please
2585,course_fee_inquiry,Course Fee Inquiry,degree fee please
2586,course_fee_inquiry,Course Fee Inquiry,how much diploma
2587,course_fee_inquiry,Course Fee Inquiry,how much degree
2588,course_fee_inquiry,Course Fee Inquiry,computer science fee
2589,course_fee_inquiry,Course Fee Inquiry,software engineering fee
2590,borrowing_books,Borrowing Books,How do I borrow a book?
2591,borrowing_books,Borrowing Books,How can I borrow a book from the library?
2592,borrowing_books,Borrowing Books,How do I borrow a book from the library?
2593,borrowing_books,Borrowing Books,Steps to borrow a book
2594,borrowing_books,Borrowing Books,How does book borrowing work?
2595,borrowing_books,Borrowing Books,How do I check out a book?
2596,borrowing_books,Borrowing Books,Book borrowing process
2597,borrowing_books,Borrowing Books,What is the process to borrow a book?
2598,borrowing_books,Borrowing Books,How do I loan a book?
2599,borrowing_books,Borrowing Books,Can you explain how to borrow books?
2600,borrowing_books,Borrowing Books,How do I renew a borrowed library book?
2601,borrowing_books,Borrowing Books,Can I renew my books online?
2602,borrowing_books,Borrowing Books,What is the library book loan period?
2603,borrowing_books,Borrowing Books,How long can I keep a borrowed book?
2604,borrowing_books,Borrowing Books,What happens if I return a library book late?
2605,borrowing_books,Borrowing Books,Is there a fine for overdue library books?
2606,borrowing_books,Borrowing Books,How many books can I borrow?
2607,borrowing_books,Borrowing Books,What is the maximum borrowing limit?
2608,borrowing_books,Borrowing Books,Where do I return books?
2609,borrowing_books,Borrowing Books,How do I reserve a book?
2610,borrowing_books,Borrowing Books,Can I borrow reference books?
2611,borrowing_books,Borrowing Books,How do I check if a book is available?
2612,borrowing_books,Borrowing Books,Do I need my student ID to borrow a book?
2613,borrowing_books,Borrowing Books,What if I lose a borrowed book?
2614,borrowing_books,Borrowing Books,How do I check out a library book?
2615,borrowing_books,Borrowing Books,What are the steps to borrow a book?
2616,borrowing_books,Borrowing Books,How can I loan a book from the library?
2617,borrowing_books,Borrowing Books,How do I borrow a textbook?
2618,borrowing_books,Borrowing Books,Can I renew a library loan?
2619,borrowing_books,Borrowing Books,How do I renew a book I borrowed?
2620,borrowing_books,Borrowing Books,Where can I renew my library books?
2621,borrowing_books,Borrowing Books,What happens if the book I want is unavailable?
2622,borrowing_books,Borrowing Books,How many books may I borrow?
2623,borrowing_books,Borrowing Books,What is the overdue fine for a book?
2624,borrowing_books,Borrowing Books,How do I check my borrowed books?
2625,borrowing_books,Borrowing Books,Where can I see my library loans?
2626,library_collection,Library Collection,Do you have comics?
2627,library_collection,Library Collection,Where can I find comics?
2628,library_collection,Library Collection,Does the library have a comics section?
2629,library_collection,Library Collection,Where are the dictionaries?
2630,library_collection,Library Collection,Do you have dictionaries?
2631,library_collection,Library Collection,Where can I find a dictionary?
2632,library_collection,Library Collection,What book categories are available?
2633,library_collection,Library Collection,What types of books do you have?
2634,library_collection,Library Collection,Does the library have novels?
2635,library_collection,Library Collection,Where is the fiction section?
2636,library_collection,Library Collection,Do you have textbooks?
2637,library_collection,Library Collection,Where can I find textbooks?
2638,library_collection,Library Collection,Where is the reference section?
2639,library_collection,Library Collection,What genres are available in the library?
2640,library_collection,Library Collection,Does the library have magazines?
2641,library_collection,Library Collection,Do you have newspapers?
2642,library_collection,Library Collection,What collections does the library have?
2643,library_collection,Library Collection,Where can I find academic journals?
2644,library_collection,Library Collection,Is there a children's book section?
2645,library_collection,Library Collection,What sections does the library have?
2646,library_collection,Library Collection,Does the library have reference books?
2647,library_collection,Library Collection,Can I find novels in the library?
2648,library_collection,Library Collection,Does the library have textbooks for computing?
2649,library_collection,Library Collection,Where are the reference books?
2650,library_collection,Library Collection,Where is the fiction collection?
2651,library_collection,Library Collection,Does the library have dictionaries and reference materials?
2652,library_collection,Library Collection,Where can I find academic books?
2653,library_collection,Library Collection,Are there study books in the library?
2654,library_collection,Library Collection,Can I find books on business?
2655,library_collection,Library Collection,Can I find books on engineering?
2656,library_collection,Library Collection,Does the library have books for programming?
2657,library_collection,Library Collection,Where are the printed books located?
2658,library_collection,Library Collection,What types of resources are available in the library?
2659,library_collection,Library Collection,What categories of books can I find?
2660,campus_dining,Campus Dining,Where can I eat on campus?
2661,campus_dining,Campus Dining,What food options are available on campus?
2662,campus_dining,Campus Dining,Recommend a good place to eat on campus
2663,campus_dining,Campus Dining,What's the best cafeteria on campus?
2664,campus_dining,Campus Dining,Where is the nearest cafeteria?
2665,campus_dining,Campus Dining,Which cafeteria is closest to Gate 1?
2666,campus_dining,Campus Dining,Which cafeteria is closest to the library?
2667,campus_dining,Campus Dining,Is there a cafe near the sports complex?
2668,campus_dining,Campus Dining,Where is Red Bricks Cafeteria?
2669,campus_dining,Campus Dining,Where is Yum Yum Cafeteria?
2670,campus_dining,Campus Dining,Where is Casuarina Cafe?
2671,campus_dining,Campus Dining,What food is available in the East Campus?
2672,campus_dining,Campus Dining,Is there a cafe inside the library?
2673,campus_dining,Campus Dining,Where can I get coffee on campus?
2674,campus_dining,Campus Dining,What's open for lunch near Gate 2?
2675,campus_dining,Campus Dining,Recommend somewhere to eat near the hostel
2676,campus_dining,Campus Dining,Where can I buy food near CITC?
2677,campus_dining,Campus Dining,What dining options are near the club house?
2678,campus_dining,Campus Dining,Which cafeteria is cheapest?
2679,campus_dining,Campus Dining,Where can I grab a quick snack between classes?
2680,campus_dining,Campus Dining,Is there halal food on campus?
2681,campus_dining,Campus Dining,What are my options for food on campus?
2682,campus_dining,Campus Dining,Where's a good spot for breakfast on campus?
2683,campus_dining,Campus Dining,Recommend the closest food place to Block M
2684,campus_dining,Campus Dining,Where can I get food near Gate 1?
2685,campus_dining,Campus Dining,Where is the nearest café to the library?
2686,campus_dining,Campus Dining,Where can I eat near Gate 3?
2687,campus_dining,Campus Dining,What dining places are in West Campus?
2688,campus_dining,Campus Dining,Where can I find a café near Gate 2?
2689,campus_dining,Campus Dining,What is the nearest food outlet to CITC?
2690,campus_dining,Campus Dining,Where can I get food near the sports complex?
2691,campus_dining,Campus Dining,Where is Sunnydew?
2692,campus_dining,Campus Dining,Where is FM Café?
2693,campus_dining,Campus Dining,Where is Heritage Kitchen?
2694,campus_dining,Campus Dining,Which café is near East Campus?
2695,campus_dining,Campus Dining,Is there food inside the library?
2696,campus_dining,Campus Dining,Which dining place is near Block L?
2697,campus_dining,Campus Dining,How do I get to Red Bricks Cafeteria?
2698,campus_dining,Campus Dining,Which gate is closest to Red Bricks Cafeteria?
2699,campus_dining,Campus Dining,What is near Red Bricks Cafeteria?
2700,campus_dining,Campus Dining,How do I get to Yum Yum Cafeteria?
2701,campus_dining,Campus Dining,Which gate is closest to Yum Yum Cafeteria?
2702,campus_dining,Campus Dining,What is near Yum Yum Cafeteria?
2703,campus_dining,Campus Dining,How do I get to Casuarina Cafe?
2704,campus_dining,Campus Dining,Which gate is closest to Casuarina Cafe?
2705,campus_dining,Campus Dining,What is near Casuarina Cafe?
2706,campus_dining,Campus Dining,How do I get to Heritage Kitchen?
2707,campus_dining,Campus Dining,Which gate is closest to Heritage Kitchen?
